stay_year,stay_month_num,season,room_name,regime,strategy,current_adr,recommended_price_change_pct,recommended_adr,current_occupancy_pct,expected_occupancy_pct,current_revpar,optimized_revpar,revpar_change_pct,actual_revenue,optimized_revenue,incremental_revenue_eur,room_nights,available_room_nights,conversion_pct,avg_los,elasticity_proxy,elasticity_source,elasticity_observations,confidence,reason
2025,7,PEAK,Suite Familiare,PRICE_POWER,HOLD,317.3,0.0,317.3,103.23,103.23,327.54,327.54,0.0,10153.7,10153.7,0.0,32.0,31.0,5.56,4.57,3.0,OBSERVED,1,MEDIUM,PRICE_POWER: tested price grid and selected +0% because it maximizes modeled RevPAR (327.54 -> 327.54) under the estimated price-volume response.
2025,6,SHOULDER,Suite Familiare,VOLUME_OPPORTUNITY,HOLD,232.35,0.0,232.35,33.33,33.33,77.45,77.45,0.0,2323.5,2323.5,0.0,10.0,30.0,0.0,10.0,0.25,PRIOR,0,LOW,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (77.45 -> 77.45) under the estimated price-volume response.
2025,8,PEAK,Camera Superior,PRICE_POWER,HOLD,257.33,0.0,257.33,107.66,107.66,277.05,277.05,0.0,68708.18,68708.18,0.0,267.0,248.0,3.26,5.34,0.961,OBSERVED,1,MEDIUM,PRICE_POWER: tested price grid and selected +0% because it maximizes modeled RevPAR (277.05 -> 277.05) under the estimated price-volume response.
2025,11,OTHER,Camera Superior,VOLUME_OPPORTUNITY,HOLD,0.0,0.0,0.0,0.83,0.83,0.0,0.0,,0.0,0.0,0.0,2.0,240.0,,1.0,1.5,PRIOR,0,LOW,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (0.00 -> 0.00) under the estimated price-volume response.
2024,5,SHOULDER,Suite Familiare Vista Piscina,VOLUME_OPPORTUNITY,HOLD,200.0,0.0,200.0,6.45,6.45,12.9,12.9,0.0,400.0,400.0,0.0,2.0,31.0,0.0,2.0,0.0,OBSERVED,1,MEDIUM,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (12.90 -> 12.90) under the estimated price-volume response.
2025,6,SHOULDER,Villino 2Ten,VOLUME_OPPORTUNITY,HOLD,85.0,0.0,85.0,46.67,46.67,39.67,39.67,0.0,1190.0,1190.0,0.0,14.0,30.0,33.33,7.0,0.25,PRIOR,0,LOW,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (39.67 -> 39.67) under the estimated price-volume response.
2025,11,OTHER,Suite Familiare Vista Piscina,VOLUME_OPPORTUNITY,HOLD,0.0,0.0,0.0,3.33,3.33,0.0,0.0,,0.0,0.0,0.0,1.0,30.0,,1.0,1.5,PRIOR,0,LOW,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (0.00 -> 0.00) under the estimated price-volume response.
2024,8,PEAK,Suite Familiare Vista Piscina,PRICE_POWER,HOLD,421.71,0.0,421.71,112.9,112.9,476.13,476.13,0.0,14760.0,14760.0,0.0,35.0,31.0,5.56,8.75,0.25,PRIOR,0,LOW,PRICE_POWER: tested price grid and selected +0% because it maximizes modeled RevPAR (476.13 -> 476.13) under the estimated price-volume response.
2024,7,PEAK,Suite Familiare Vista Piscina,PRICE_POWER,HOLD,366.56,0.0,366.56,87.1,87.1,319.26,319.26,0.0,9897.0,9897.0,0.0,27.0,31.0,11.76,6.75,1.5,PRIOR,0,LOW,PRICE_POWER: tested price grid and selected +0% because it maximizes modeled RevPAR (319.26 -> 319.26) under the estimated price-volume response.
2026,5,SHOULDER,Suite Familiare Vista Piscina,VOLUME_OPPORTUNITY,HOLD,238.0,0.0,238.0,12.9,12.9,30.71,30.71,0.0,952.0,952.0,0.0,4.0,31.0,0.0,4.0,0.0,OBSERVED,1,MEDIUM,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (30.71 -> 30.71) under the estimated price-volume response.
2025,5,SHOULDER,Suite Familiare Vista Piscina,VOLUME_OPPORTUNITY,HOLD,0.0,0.0,0.0,6.45,6.45,0.0,0.0,,0.0,0.0,0.0,2.0,31.0,0.0,2.0,0.0,OBSERVED,1,MEDIUM,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (0.00 -> 0.00) under the estimated price-volume response.
2024,8,PEAK,Villino 2Ten,PRICE_POWER,HOLD,217.12,0.0,217.12,122.58,122.58,266.15,266.15,0.0,8250.5,8250.5,0.0,38.0,31.0,7.89,6.33,0.597,OBSERVED,1,MEDIUM,PRICE_POWER: tested price grid and selected +0% because it maximizes modeled RevPAR (266.15 -> 266.15) under the estimated price-volume response.
2025,9,SHOULDER,Villino Double,VOLUME_OPPORTUNITY,HOLD,0.0,0.0,0.0,6.67,6.67,0.0,0.0,,0.0,0.0,0.0,2.0,30.0,0.0,1.0,1.5,PRIOR,0,LOW,VOLUME_OPPORTUNITY: tested price grid and selected +0% because it maximizes modeled RevPAR (0.00 -> 0.00) under the estimated price-volume response.
