stay_year,stay_month,season_band,arrangement_code,arrangement_name,booking_window_band,confirmed_bookings,revenue,avg_adr,avg_los,avg_booking_window,comparability_group,reliability
2025,2025-09,SHOULDER,HB,Mezza Pensione,91-180,1,747.0,93.38,8.0,145.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,HB,Mezza Pensione,181+,1,1112.97,185.5,6.0,231.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,OB,Only Bed,0-7,1,500.0,100.0,5.0,0.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-11,LOW,NB,No Board,0-7,18,0.0,0.0,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,LOW
2026,2026-05,LOW,FB,Pensione Completa,0-7,12,3490.58,145.44,1.83,3.08,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,FB,Pensione Completa,8-14,3,1038.5,173.08,2.0,8.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,FB,Pensione Completa,15-30,47,26855.03,179.08,3.02,25.43,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-05,LOW,FB,Pensione Completa,31-60,36,12631.64,110.98,3.11,38.56,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-05,LOW,HB,Mezza Pensione,0-7,20,7707.48,173.72,2.2,2.85,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,HB,Mezza Pensione,8-14,13,4107.64,157.99,2.0,11.15,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,HB,Mezza Pensione,15-30,11,3280.61,143.88,2.09,18.55,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,HB,Mezza Pensione,31-60,1,273.3,136.65,2.0,33.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,HB,Mezza Pensione,61-90,1,598.0,199.33,3.0,84.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,HB,Mezza Pensione,91-180,2,2800.0,175.0,8.0,97.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,OB,Only Bed,0-7,1,5991.0,1997.0,3.0,0.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,FB,Pensione Completa,0-7,22,7545.86,89.86,3.23,2.55,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,FB,Pensione Completa,8-14,5,4942.81,199.09,4.8,10.8,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,FB,Pensione Completa,15-30,20,17568.16,193.02,4.5,23.4,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,FB,Pensione Completa,31-60,14,21776.07,214.11,7.07,44.5,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,FB,Pensione Completa,61-90,7,11336.83,231.36,7.0,71.86,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,FB,Pensione Completa,91-180,6,11316.3,284.13,6.67,125.17,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,FB,Pensione Completa,181+,1,4588.0,327.71,14.0,222.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,HB,Mezza Pensione,0-7,41,16279.0,149.26,2.76,2.54,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,HB,Mezza Pensione,8-14,21,11012.94,160.5,3.48,11.86,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,HB,Mezza Pensione,15-30,39,38729.13,183.28,5.21,20.59,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,HB,Mezza Pensione,31-60,39,46818.43,172.89,6.82,42.72,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,HB,Mezza Pensione,61-90,19,30456.1,191.0,8.26,74.05,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,HB,Mezza Pensione,91-180,20,34196.36,207.09,8.25,111.2,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,HB,Mezza Pensione,181+,3,9940.0,239.6,14.0,197.67,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,MUL,Multipropriet,181+,18,5353.0,41.88,7.39,215.78,SPECIAL_OR_NON_COMPARABLE,LOW
2026,2026-06,SHOULDER,OB,Only Bed,0-7,2,0.0,0.0,1.5,3.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,FB,Pensione Completa,0-7,9,5600.0,142.59,3.0,1.44,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,FB,Pensione Completa,8-14,2,1000.0,83.34,3.5,11.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,FB,Pensione Completa,15-30,4,6725.11,240.18,5.5,21.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,FB,Pensione Completa,31-60,18,31251.67,296.99,5.67,45.22,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,FB,Pensione Completa,61-90,15,32561.25,318.96,6.8,75.53,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,FB,Pensione Completa,91-180,8,22086.05,360.79,7.62,111.12,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,FB,Pensione Completa,181+,1,304.0,43.43,7.0,229.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,HB,Mezza Pensione,0-7,32,37504.04,277.31,3.72,3.19,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-07,PEAK,HB,Mezza Pensione,8-14,13,13864.72,244.19,4.08,11.62,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,HB,Mezza Pensione,15-30,21,30030.0,284.94,4.9,22.48,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,HB,Mezza Pensione,31-60,21,36853.11,249.47,7.0,45.38,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,HB,Mezza Pensione,61-90,34,66692.49,257.36,7.59,76.41,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-07,PEAK,HB,Mezza Pensione,91-180,26,52592.27,247.63,8.04,125.08,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,HB,Mezza Pensione,181+,5,12774.49,268.97,9.0,198.4,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,MUL,Multipropriet,181+,46,30349.99,90.79,7.43,236.76,SPECIAL_OR_NON_COMPARABLE,MEDIUM
2026,2026-07,PEAK,OB,Only Bed,0-7,2,0.0,0.0,1.0,1.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
