stay_year,stay_month_num,season,booking_window,room_name,quoted_requests,converted_requests,same_room_converted,conversion_pct
2025,8,PEAK,181+,Camera Superior,33,0,0,0.0
2025,8,PEAK,181+,Suite Familiare Vista Piscina,1,1,1,100.0
2025,8,PEAK,181+,Villino 2Ten,3,0,0,0.0
2025,8,PEAK,181+,Villino Double,4,0,0,0.0
2025,8,PEAK,31-60,Appartamento Area Giardino,81,2,1,1.2345679012345678
2025,8,PEAK,31-60,Appartamento Area Piscina,297,8,7,2.356902356902357
2025,8,PEAK,31-60,Camera  Standard,115,7,5,4.3478260869565215
2025,8,PEAK,31-60,Camera Deluxe,64,2,1,1.5625
2025,8,PEAK,31-60,Camera Superior,114,3,2,1.7543859649122806
2025,8,PEAK,31-60,Suite Familiare,10,1,1,10.0
2025,8,PEAK,31-60,Suite Familiare Vista Piscina,16,1,0,0.0
2025,8,PEAK,31-60,Villino Double,1,0,0,0.0
2025,8,PEAK,61-90,Appartamento Area Giardino,164,3,3,1.829268292682927
2025,8,PEAK,61-90,Appartamento Area Piscina,291,9,8,2.7491408934707904
2025,8,PEAK,61-90,Camera  Standard,125,9,8,6.4
2025,8,PEAK,61-90,Camera Deluxe,82,3,3,3.658536585365854
2025,8,PEAK,61-90,Camera Superior,68,2,1,1.4705882352941178
2025,8,PEAK,61-90,Suite Familiare,5,0,0,0.0
2025,8,PEAK,61-90,Suite Familiare Vista Piscina,7,0,0,0.0
2025,8,PEAK,61-90,Villino Double,2,0,0,0.0
2025,8,PEAK,8-14,Appartamento Area Giardino,63,7,7,11.11111111111111
2025,8,PEAK,8-14,Appartamento Area Piscina,51,9,8,15.686274509803921
2025,8,PEAK,8-14,Camera  Standard,28,8,6,21.428571428571427
2025,8,PEAK,8-14,Camera Deluxe,17,0,0,0.0
2025,8,PEAK,8-14,Camera Superior,25,1,1,4.0
2025,8,PEAK,8-14,Suite Familiare,2,0,0,0.0
2025,8,PEAK,8-14,Suite Familiare Vista Piscina,5,0,0,0.0
2025,8,PEAK,91-180,Appartamento Area Giardino,172,1,0,0.0
2025,8,PEAK,91-180,Appartamento Area Piscina,321,12,7,2.1806853582554515
2025,8,PEAK,91-180,Camera  Standard,283,9,7,2.4734982332155475
2025,8,PEAK,91-180,Camera Deluxe,464,13,2,0.43103448275862066
2025,8,PEAK,91-180,Camera Superior,316,11,9,2.848101265822785
2025,8,PEAK,91-180,Suite Familiare,20,1,0,0.0
2025,8,PEAK,91-180,Suite Familiare Vista Piscina,8,0,0,0.0
2025,8,PEAK,91-180,Villino Double,3,0,0,0.0
2025,9,SHOULDER,0-7,Appartamento Area Giardino,33,14,11,33.333333333333336
2025,9,SHOULDER,0-7,Appartamento Area Piscina,10,12,9,90.0
2025,9,SHOULDER,0-7,Camera  Standard,24,9,9,37.5
2025,9,SHOULDER,0-7,Camera Deluxe,11,4,1,9.090909090909092
2025,9,SHOULDER,0-7,Camera Superior,21,8,6,28.571428571428573
2025,9,SHOULDER,0-7,Suite Familiare,1,0,0,0.0
2025,9,SHOULDER,15-30,Appartamento Area Giardino,11,0,0,0.0
2025,9,SHOULDER,15-30,Appartamento Area Piscina,12,4,4,33.333333333333336
2025,9,SHOULDER,15-30,Camera  Standard,55,1,1,1.8181818181818181
2025,9,SHOULDER,15-30,Camera Deluxe,22,0,0,0.0
2025,9,SHOULDER,15-30,Camera Superior,19,1,0,0.0
2025,9,SHOULDER,15-30,Suite Familiare,5,0,0,0.0
2025,9,SHOULDER,15-30,Suite Familiare Vista Piscina,2,0,0,0.0
2025,9,SHOULDER,181+,Appartamento Area Giardino,1,0,0,0.0
2025,9,SHOULDER,31-60,Appartamento Area Giardino,15,0,0,0.0
2025,9,SHOULDER,31-60,Appartamento Area Piscina,29,4,4,13.793103448275861
2025,9,SHOULDER,31-60,Camera  Standard,60,9,9,15.0
2025,9,SHOULDER,31-60,Camera Deluxe,20,0,0,0.0
2025,9,SHOULDER,31-60,Camera Superior,27,3,1,3.7037037037037037
2025,9,SHOULDER,31-60,Suite Familiare,6,1,0,0.0
2025,9,SHOULDER,31-60,Suite Familiare Vista Piscina,3,0,0,0.0
2025,9,SHOULDER,31-60,Villino Double,1,1,0,0.0
2025,9,SHOULDER,61-90,Appartamento Area Giardino,4,0,0,0.0
2025,9,SHOULDER,61-90,Appartamento Area Piscina,19,5,4,21.05263157894737
2025,9,SHOULDER,61-90,Camera  Standard,32,2,2,6.25
2025,9,SHOULDER,61-90,Camera Deluxe,17,2,0,0.0
2025,9,SHOULDER,61-90,Camera Superior,17,1,1,5.882352941176471
2025,9,SHOULDER,61-90,Suite Familiare,2,1,0,0.0
2025,9,SHOULDER,8-14,Appartamento Area Giardino,19,7,5,26.31578947368421
2025,9,SHOULDER,8-14,Appartamento Area Piscina,15,2,1,6.666666666666667
2025,9,SHOULDER,8-14,Camera  Standard,36,4,2,5.555555555555555
2025,9,SHOULDER,8-14,Camera Deluxe,40,6,6,15.0
2025,9,SHOULDER,8-14,Camera Superior,13,5,2,15.384615384615385
2025,9,SHOULDER,8-14,Suite Familiare,1,0,0,0.0
2025,9,SHOULDER,8-14,Suite Familiare Vista Piscina,1,0,0,0.0
2025,9,SHOULDER,91-180,Appartamento Area Giardino,11,0,0,0.0
2025,9,SHOULDER,91-180,Appartamento Area Piscina,17,0,0,0.0
2025,9,SHOULDER,91-180,Camera  Standard,39,1,0,0.0
2025,9,SHOULDER,91-180,Camera Deluxe,26,1,1,3.8461538461538463
2025,9,SHOULDER,91-180,Camera Superior,19,0,0,0.0
2025,9,SHOULDER,91-180,Suite Familiare,5,1,0,0.0
2025,9,SHOULDER,91-180,Suite Familiare Vista Piscina,2,0,0,0.0
2026,5,SHOULDER,0-7,Appartamento Area Giardino,36,5,5,13.88888888888889
2026,5,SHOULDER,0-7,Appartamento Area Piscina,4,0,0,0.0
2026,5,SHOULDER,0-7,Camera  Standard,1,0,0,0.0
2026,5,SHOULDER,15-30,Appartamento Area Giardino,6,1,0,0.0
2026,5,SHOULDER,15-30,Appartamento Area Piscina,8,1,0,0.0
2026,5,SHOULDER,15-30,Camera  Standard,8,0,0,0.0
2026,5,SHOULDER,15-30,Camera Deluxe,10,1,0,0.0
2026,5,SHOULDER,15-30,Camera Superior,5,0,0,0.0
2026,5,SHOULDER,15-30,Suite Familiare,1,0,0,0.0
2026,5,SHOULDER,15-30,Suite Familiare Vista Piscina,1,0,0,0.0
2026,5,SHOULDER,15-30,Villino Double,1,1,1,100.0
2026,5,SHOULDER,181+,Camera  Standard,1,0,0,0.0
2026,5,SHOULDER,181+,Camera Superior,2,0,0,0.0
2026,5,SHOULDER,31-60,Appartamento Area Giardino,9,2,0,0.0
2026,5,SHOULDER,31-60,Appartamento Area Piscina,5,0,0,0.0
2026,5,SHOULDER,31-60,Camera  Standard,7,2,1,14.285714285714286
2026,5,SHOULDER,31-60,Camera Deluxe,3,0,0,0.0
2026,5,SHOULDER,31-60,Camera Superior,6,2,1,16.666666666666668
2026,5,SHOULDER,31-60,Suite Familiare Vista Piscina,1,0,0,0.0
2026,5,SHOULDER,31-60,Villino Double,1,0,0,0.0
2026,5,SHOULDER,61-90,Appartamento Area Giardino,1,0,0,0.0
2026,5,SHOULDER,61-90,Appartamento Area Piscina,8,0,0,0.0
2026,5,SHOULDER,61-90,Camera  Standard,2,0,0,0.0
2026,5,SHOULDER,61-90,Camera Deluxe,1,0,0,0.0
2026,5,SHOULDER,61-90,Camera Superior,2,0,0,0.0
2026,5,SHOULDER,8-14,Appartamento Area Giardino,7,0,0,0.0
2026,5,SHOULDER,8-14,Appartamento Area Piscina,3,0,0,0.0
2026,5,SHOULDER,8-14,Camera  Standard,6,2,1,16.666666666666668
2026,5,SHOULDER,91-180,Appartamento Area Giardino,1,0,0,0.0
2026,5,SHOULDER,91-180,Appartamento Area Piscina,5,1,1,20.0
2026,5,SHOULDER,91-180,Camera  Standard,16,1,0,0.0
2026,5,SHOULDER,91-180,Camera Deluxe,2,0,0,0.0
2026,5,SHOULDER,91-180,Camera Superior,4,2,0,0.0
2026,5,SHOULDER,91-180,Suite Familiare,2,1,0,0.0
2026,5,SHOULDER,91-180,Suite Familiare Vista Piscina,1,0,0,0.0
2026,6,SHOULDER,0-7,Appartamento Area Giardino,59,6,4,6.779661016949152
2026,6,SHOULDER,0-7,Appartamento Area Piscina,41,4,3,7.317073170731708
2026,6,SHOULDER,0-7,Camera  Standard,6,0,0,0.0
2026,6,SHOULDER,0-7,Camera Deluxe,16,3,0,0.0
2026,6,SHOULDER,0-7,Camera Superior,8,3,2,25.0
2026,6,SHOULDER,0-7,Suite Familiare,4,1,1,25.0
2026,6,SHOULDER,0-7,Suite Familiare Vista Piscina,2,0,0,0.0
2026,6,SHOULDER,0-7,Villino 2Ten,6,0,0,0.0
2026,6,SHOULDER,0-7,Villino Double,1,0,0,0.0
2026,6,SHOULDER,15-30,Appartamento Area Giardino,64,11,6,9.375
2026,6,SHOULDER,15-30,Appartamento Area Piscina,82,8,4,4.878048780487805
2026,6,SHOULDER,15-30,Camera  Standard,32,7,4,12.5
2026,6,SHOULDER,15-30,Camera Deluxe,72,5,1,1.3888888888888888
2026,6,SHOULDER,15-30,Camera Superior,30,5,3,10.0
2026,6,SHOULDER,15-30,Suite Familiare,5,0,0,0.0
2026,6,SHOULDER,15-30,Suite Familiare Vista Piscina,1,0,0,0.0
2026,6,SHOULDER,15-30,Villino 2Ten,2,1,0,0.0
2026,6,SHOULDER,15-30,Villino Double,4,0,0,0.0
2026,6,SHOULDER,181+,Appartamento Area Giardino,9,2,2,22.22222222222222
2026,6,SHOULDER,181+,Appartamento Area Piscina,8,0,0,0.0
2026,6,SHOULDER,181+,Camera  Standard,19,1,1,5.2631578947368425
2026,6,SHOULDER,181+,Camera Deluxe,8,0,0,0.0
2026,6,SHOULDER,181+,Camera Superior,17,0,0,0.0
2026,6,SHOULDER,181+,Suite Familiare Vista Piscina,1,0,0,0.0
2026,6,SHOULDER,31-60,Appartamento Area Giardino,69,4,4,5.797101449275362
2026,6,SHOULDER,31-60,Appartamento Area Piscina,62,5,1,1.6129032258064515
2026,6,SHOULDER,31-60,Camera  Standard,70,7,7,10.0
2026,6,SHOULDER,31-60,Camera Deluxe,106,6,0,0.0
2026,6,SHOULDER,31-60,Camera Superior,71,8,6,8.450704225352112
2026,6,SHOULDER,31-60,Suite Familiare,3,1,0,0.0
2026,6,SHOULDER,31-60,Suite Familiare Vista Piscina,5,0,0,0.0
2026,6,SHOULDER,31-60,Villino 2Ten,4,0,0,0.0
2026,6,SHOULDER,31-60,Villino Double,3,0,0,0.0
2026,6,SHOULDER,61-90,Appartamento Area Giardino,115,7,5,4.3478260869565215
2026,6,SHOULDER,61-90,Appartamento Area Piscina,64,2,2,3.125
2026,6,SHOULDER,61-90,Camera  Standard,93,3,2,2.150537634408602
2026,6,SHOULDER,61-90,Camera Deluxe,84,5,0,0.0
2026,6,SHOULDER,61-90,Camera Superior,83,4,1,1.2048192771084338
2026,6,SHOULDER,61-90,Suite Familiare,2,1,0,0.0
2026,6,SHOULDER,61-90,Suite Familiare Vista Piscina,3,0,0,0.0
2026,6,SHOULDER,61-90,Villino Double,7,1,0,0.0
2026,6,SHOULDER,8-14,Appartamento Area Giardino,32,2,1,3.125
2026,6,SHOULDER,8-14,Appartamento Area Piscina,38,2,2,5.2631578947368425
2026,6,SHOULDER,8-14,Camera  Standard,13,2,1,7.6923076923076925
2026,6,SHOULDER,8-14,Camera Deluxe,17,2,1,5.882352941176471
2026,6,SHOULDER,8-14,Camera Superior,9,2,0,0.0
2026,6,SHOULDER,8-14,Suite Familiare,8,0,0,0.0
2026,6,SHOULDER,8-14,Villino 2Ten,2,1,1,50.0
2026,6,SHOULDER,91-180,Appartamento Area Giardino,51,4,4,7.8431372549019605
2026,6,SHOULDER,91-180,Appartamento Area Piscina,197,7,0,0.0
2026,6,SHOULDER,91-180,Camera  Standard,118,5,5,4.237288135593221
2026,6,SHOULDER,91-180,Camera Deluxe,152,5,0,0.0
2026,6,SHOULDER,91-180,Camera Superior,119,2,2,1.680672268907563
2026,6,SHOULDER,91-180,Suite Familiare,9,0,0,0.0
2026,6,SHOULDER,91-180,Suite Familiare Vista Piscina,6,1,0,0.0
2026,6,SHOULDER,91-180,Villino Double,3,0,0,0.0
2026,7,PEAK,0-7,Appartamento Area Giardino,61,1,1,1.639344262295082
2026,7,PEAK,0-7,Appartamento Area Piscina,62,1,1,1.6129032258064515
2026,7,PEAK,0-7,Camera  Standard,22,1,0,0.0
2026,7,PEAK,0-7,Camera Deluxe,21,0,0,0.0
2026,7,PEAK,0-7,Camera Superior,28,1,1,3.5714285714285716
2026,7,PEAK,0-7,Suite Familiare Vista Piscina,7,0,0,0.0
2026,7,PEAK,15-30,Appartamento Area Giardino,84,1,1,1.1904761904761905
2026,7,PEAK,15-30,Appartamento Area Piscina,154,0,0,0.0
2026,7,PEAK,15-30,Camera  Standard,33,1,1,3.0303030303030303
2026,7,PEAK,15-30,Camera Deluxe,194,1,0,0.0
2026,7,PEAK,15-30,Camera Superior,190,1,1,0.5263157894736842
2026,7,PEAK,15-30,Suite Familiare,6,0,0,0.0
2026,7,PEAK,15-30,Suite Familiare Vista Piscina,5,0,0,0.0
2026,7,PEAK,15-30,Villino 2Ten,7,0,0,0.0
2026,7,PEAK,15-30,Villino Double,1,0,0,0.0
2026,7,PEAK,181+,Appartamento Area Giardino,19,3,2,10.526315789473685
2026,7,PEAK,181+,Appartamento Area Piscina,59,2,2,3.389830508474576
2026,7,PEAK,181+,Camera  Standard,27,0,0,0.0
2026,7,PEAK,181+,Camera Deluxe,35,2,0,0.0
2026,7,PEAK,181+,Camera Superior,38,1,1,2.6315789473684212
2026,7,PEAK,181+,Suite Familiare,8,0,0,0.0
2026,7,PEAK,181+,Suite Familiare Vista Piscina,6,0,0,0.0
2026,7,PEAK,181+,Villino Double,1,0,0,0.0
2026,7,PEAK,31-60,Appartamento Area Giardino,70,2,2,2.857142857142857
2026,7,PEAK,31-60,Appartamento Area Piscina,146,1,0,0.0
2026,7,PEAK,31-60,Camera  Standard,73,2,2,2.73972602739726
2026,7,PEAK,31-60,Camera Deluxe,280,1,1,0.35714285714285715
2026,7,PEAK,31-60,Camera Superior,114,1,0,0.0
2026,7,PEAK,31-60,Suite Familiare,18,0,0,0.0
2026,7,PEAK,31-60,Suite Familiare Vista Piscina,2,0,0,0.0
2026,7,PEAK,31-60,Villino 2Ten,41,1,0,0.0
2026,7,PEAK,31-60,Villino Double,2,0,0,0.0
2026,7,PEAK,61-90,Appartamento Area Giardino,60,6,5,8.333333333333334
2026,7,PEAK,61-90,Appartamento Area Piscina,143,4,0,0.0
2026,7,PEAK,61-90,Camera  Standard,123,10,7,5.691056910569106
2026,7,PEAK,61-90,Camera Deluxe,227,9,2,0.8810572687224669
2026,7,PEAK,61-90,Camera Superior,84,3,3,3.5714285714285716
2026,7,PEAK,61-90,Suite Familiare,18,0,0,0.0
2026,7,PEAK,61-90,Suite Familiare Vista Piscina,19,2,1,5.2631578947368425
2026,7,PEAK,61-90,Villino 2Ten,8,1,1,12.5
2026,7,PEAK,61-90,Villino Double,9,0,0,0.0
2026,7,PEAK,8-14,Appartamento Area Giardino,65,0,0,0.0
2026,7,PEAK,8-14,Appartamento Area Piscina,88,4,4,4.545454545454546
2026,7,PEAK,8-14,Camera  Standard,18,1,1,5.555555555555555
2026,7,PEAK,8-14,Camera Deluxe,36,0,0,0.0
2026,7,PEAK,8-14,Camera Superior,33,6,4,12.121212121212121
2026,7,PEAK,8-14,Suite Familiare,3,0,0,0.0
2026,7,PEAK,8-14,Suite Familiare Vista Piscina,9,0,0,0.0
2026,7,PEAK,8-14,Villino 2Ten,1,0,0,0.0
2026,7,PEAK,8-14,Villino Double,1,0,0,0.0
2026,7,PEAK,91-180,Appartamento Area Giardino,159,14,8,5.031446540880503
2026,7,PEAK,91-180,Appartamento Area Piscina,539,16,4,0.7421150278293135
2026,7,PEAK,91-180,Camera  Standard,253,6,6,2.3715415019762847
2026,7,PEAK,91-180,Camera Deluxe,430,8,2,0.46511627906976744
2026,7,PEAK,91-180,Camera Superior,309,19,9,2.912621359223301
2026,7,PEAK,91-180,Suite Familiare,50,1,0,0.0
2026,7,PEAK,91-180,Suite Familiare Vista Piscina,162,3,1,0.6172839506172839
2026,7,PEAK,91-180,Villino Double,37,2,2,5.405405405405405
2026,8,PEAK,0-7,Appartamento Area Giardino,8,0,0,0.0
2026,8,PEAK,0-7,Appartamento Area Piscina,16,0,0,0.0
2026,8,PEAK,0-7,Camera  Standard,6,0,0,0.0
2026,8,PEAK,0-7,Camera Superior,2,0,0,0.0
2026,8,PEAK,15-30,Appartamento Area Giardino,139,3,1,0.7194244604316546
2026,8,PEAK,15-30,Appartamento Area Piscina,216,2,2,0.9259259259259259
2026,8,PEAK,15-30,Camera  Standard,65,3,3,4.615384615384615
2026,8,PEAK,15-30,Camera Deluxe,140,3,0,0.0
2026,8,PEAK,15-30,Camera Superior,37,1,0,0.0
2026,8,PEAK,15-30,Suite Familiare,24,0,0,0.0
2026,8,PEAK,15-30,Suite Familiare Vista Piscina,43,1,1,2.3255813953488373
2026,8,PEAK,15-30,Villino Double,17,0,0,0.0
2026,8,PEAK,181+,Appartamento Area Giardino,44,0,0,0.0
2026,8,PEAK,181+,Appartamento Area Piscina,268,3,2,0.746268656716418
2026,8,PEAK,181+,Camera  Standard,110,3,1,0.9090909090909091
2026,8,PEAK,181+,Camera Deluxe,196,0,0,0.0
2026,8,PEAK,181+,Camera Superior,173,1,1,0.5780346820809249
2026,8,PEAK,181+,Suite Familiare,25,0,0,0.0
2026,8,PEAK,181+,Suite Familiare Vista Piscina,70,0,0,0.0
2026,8,PEAK,181+,Villino Double,5,0,0,0.0
2026,8,PEAK,31-60,Appartamento Area Giardino,279,6,5,1.7921146953405018
2026,8,PEAK,31-60,Appartamento Area Piscina,360,4,2,0.5555555555555556
2026,8,PEAK,31-60,Camera  Standard,162,4,3,1.8518518518518519
2026,8,PEAK,31-60,Camera Deluxe,623,11,3,0.48154093097913325
2026,8,PEAK,31-60,Camera Superior,261,9,7,2.681992337164751
2026,8,PEAK,31-60,Suite Familiare,54,1,0,0.0
2026,8,PEAK,31-60,Suite Familiare Vista Piscina,66,1,1,1.5151515151515151
2026,8,PEAK,31-60,Villino 2Ten,5,1,1,20.0
2026,8,PEAK,31-60,Villino Double,46,0,0,0.0
2026,8,PEAK,61-90,Appartamento Area Giardino,159,4,2,1.2578616352201257
2026,8,PEAK,61-90,Appartamento Area Piscina,223,4,3,1.345291479820628
2026,8,PEAK,61-90,Camera  Standard,102,1,0,0.0
2026,8,PEAK,61-90,Camera Deluxe,404,4,0,0.0
2026,8,PEAK,61-90,Camera Superior,207,1,0,0.0
2026,8,PEAK,61-90,Suite Familiare,51,0,0,0.0
2026,8,PEAK,61-90,Suite Familiare Vista Piscina,58,3,0,0.0
2026,8,PEAK,61-90,Villino 2Ten,10,0,0,0.0
2026,8,PEAK,61-90,Villino Double,28,0,0,0.0
2026,8,PEAK,8-14,Appartamento Area Giardino,31,1,1,3.225806451612903
2026,8,PEAK,8-14,Appartamento Area Piscina,26,1,0,0.0
2026,8,PEAK,8-14,Camera  Standard,25,0,0,0.0
2026,8,PEAK,8-14,Camera Deluxe,7,1,1,14.285714285714286
2026,8,PEAK,8-14,Camera Superior,20,0,0,0.0
2026,8,PEAK,8-14,Suite Familiare Vista Piscina,2,0,0,0.0
2026,8,PEAK,91-180,Appartamento Area Giardino,454,3,2,0.44052863436123346
2026,8,PEAK,91-180,Appartamento Area Piscina,459,5,2,0.4357298474945534
2026,8,PEAK,91-180,Camera  Standard,430,10,8,1.8604651162790697
2026,8,PEAK,91-180,Camera Deluxe,649,8,1,0.15408320493066255
2026,8,PEAK,91-180,Camera Superior,560,10,5,0.8928571428571429
2026,8,PEAK,91-180,Suite Familiare,95,6,0,0.0
2026,8,PEAK,91-180,Suite Familiare Vista Piscina,221,1,0,0.0
2026,8,PEAK,91-180,Villino 2Ten,7,0,0,0.0
2026,8,PEAK,91-180,Villino Double,120,2,1,0.8333333333333334
2026,9,SHOULDER,181+,Appartamento Area Giardino,2,0,0,0.0
2026,9,SHOULDER,181+,Appartamento Area Piscina,11,0,0,0.0
2026,9,SHOULDER,181+,Camera  Standard,12,0,0,0.0
2026,9,SHOULDER,181+,Camera Deluxe,7,0,0,0.0
2026,9,SHOULDER,181+,Camera Superior,10,2,2,20.0
2026,9,SHOULDER,181+,Suite Familiare,3,0,0,0.0
2026,9,SHOULDER,181+,Suite Familiare Vista Piscina,2,0,0,0.0
2026,9,SHOULDER,31-60,Appartamento Area Giardino,41,1,1,2.4390243902439024
2026,9,SHOULDER,31-60,Appartamento Area Piscina,32,1,0,0.0
2026,9,SHOULDER,31-60,Camera  Standard,63,2,2,3.1746031746031744
2026,9,SHOULDER,31-60,Camera Deluxe,40,1,0,0.0
2026,9,SHOULDER,31-60,Camera Superior,55,2,2,3.6363636363636362
2026,9,SHOULDER,31-60,Suite Familiare,5,0,0,0.0
2026,9,SHOULDER,31-60,Suite Familiare Vista Piscina,5,1,0,0.0
2026,9,SHOULDER,61-90,Appartamento Area Giardino,24,1,1,4.166666666666667
2026,9,SHOULDER,61-90,Appartamento Area Piscina,23,0,0,0.0
2026,9,SHOULDER,61-90,Camera  Standard,62,5,4,6.451612903225806
2026,9,SHOULDER,61-90,Camera Deluxe,27,0,0,0.0
2026,9,SHOULDER,61-90,Camera Superior,40,1,0,0.0
2026,9,SHOULDER,61-90,Suite Familiare,5,0,0,0.0
2026,9,SHOULDER,61-90,Suite Familiare Vista Piscina,1,0,0,0.0
2026,9,SHOULDER,61-90,Villino Double,1,0,0,0.0
2026,9,SHOULDER,91-180,Appartamento Area Giardino,28,0,0,0.0
2026,9,SHOULDER,91-180,Appartamento Area Piscina,42,0,0,0.0
2026,9,SHOULDER,91-180,Camera  Standard,69,0,0,0.0
2026,9,SHOULDER,91-180,Camera Deluxe,25,0,0,0.0
2026,9,SHOULDER,91-180,Camera Superior,33,0,0,0.0
2026,9,SHOULDER,91-180,Suite Familiare,5,0,0,0.0
2026,9,SHOULDER,91-180,Suite Familiare Vista Piscina,6,0,0,0.0
2026,9,SHOULDER,91-180,Villino 2Ten,1,0,0,0.0
2026,9,SHOULDER,91-180,Villino Double,2,0,0,0.0
