stay_year,stay_month_num,season,booking_window,room_name,bookings,room_nights,revenue,avg_adr,avg_lead_days,realized_adr,cancellation_pct,quoted_requests,conversion_pct,benchmark_adr,comparable_years,comparable_volume,comparable_conversion,comparable_cancel,adr_gap,adr_gap_pct,raw_gross_opportunity,conversion_supported,cancel_supported,confidence,max_uplift_pct,decision,reason
2025,8,PEAK,91-180,Appartamento Area Giardino,69,577,67252.86,110.63159420289855,150.8695652173913,116.55608318890815,5.47945205479452,172.0,0.0,105.38950595077806,2,1330,1.7391304347826086,4.801581697500353,-11.166577238130088,-0.09580432811929576,0.0,False,True,HIGH,0.0,HOLD,ADR 116.56 vs benchmark 105.39; gap 0.0%; conversion does not support uplift; cancellation 5.5%.
2025,8,PEAK,91-180,Camera  Standard,24,176,37277.71,205.43041666666667,128.25,211.80517045454545,51.02040816326531,283.0,2.4734982332155475,180.39207228535352,2,356,1.2367491166077738,34.76946334089192,-31.413098169191926,-0.14831129052127343,0.0,True,False,HIGH,0.0,HOLD,ADR 211.81 vs benchmark 180.39; gap 0.0%; conversion supports uplift; cancellation 51.0%.
2025,8,PEAK,91-180,Camera Superior,16,122,34147.5,280.645,138.125,279.8975409836066,51.515151515151516,316.0,2.848101265822785,279.8975409836066,1,122,2.848101265822785,51.515151515151516,0.0,0.0,0.0,True,False,LOW,0.0,HOLD,ADR 279.90 vs benchmark 279.90; gap 0.0%; conversion supports uplift; cancellation 51.5%.
2025,8,PEAK,31-60,Camera Superior,11,61,16478.29,270.24,46.36363636363637,270.1359016393443,21.428571428571427,114.0,1.7543859649122806,270.1359016393443,1,61,1.7543859649122806,21.428571428571427,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 270.14 vs benchmark 270.14; gap 0.0%; conversion supports uplift; cancellation 21.4%.
2025,7,PEAK,31-60,Camera Superior,10,59,13284.58,220.90500000000003,49.1,225.16237288135594,33.333333333333336,112.0,5.357142857142857,225.16237288135594,1,59,5.357142857142857,33.333333333333336,0.0,0.0,0.0,True,False,LOW,0.0,HOLD,ADR 225.16 vs benchmark 225.16; gap 0.0%; conversion supports uplift; cancellation 33.3%.
2025,7,PEAK,8-14,Appartamento Area Giardino,10,66,15981.5,229.118,10.8,242.1439393939394,33.333333333333336,62.0,8.064516129032258,242.1439393939394,1,66,8.064516129032258,33.333333333333336,0.0,0.0,0.0,True,False,LOW,0.0,HOLD,ADR 242.14 vs benchmark 242.14; gap 0.0%; conversion supports uplift; cancellation 33.3%.
2025,7,PEAK,8-14,Appartamento Area Piscina,10,62,17027.64,288.27599999999995,10.7,274.63935483870966,23.076923076923077,94.0,2.127659574468085,274.63935483870966,1,62,2.127659574468085,23.076923076923077,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 274.64 vs benchmark 274.64; gap 0.0%; conversion supports uplift; cancellation 23.1%.
2025,7,PEAK,15-30,Appartamento Area Piscina,16,121,30981.84,258.026875,22.4375,256.0482644628099,23.80952380952381,191.0,4.18848167539267,256.0482644628099,1,121,4.18848167539267,23.80952380952381,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 256.05 vs benchmark 256.05; gap 0.0%; conversion supports uplift; cancellation 23.8%.
2025,7,PEAK,15-30,Camera  Standard,15,60,11751.01,150.36533333333333,20.333333333333332,195.85016666666667,34.78260869565217,54.0,16.666666666666668,195.85016666666667,1,60,16.666666666666668,34.78260869565217,0.0,0.0,0.0,True,False,LOW,0.0,HOLD,ADR 195.85 vs benchmark 195.85; gap 0.0%; conversion supports uplift; cancellation 34.8%.
2025,9,SHOULDER,15-30,Camera  Standard,11,24,3566.0,146.30363636363634,22.818181818181817,148.58333333333334,26.666666666666668,55.0,1.8181818181818181,148.58333333333334,1,24,1.8181818181818181,26.666666666666668,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 148.58 vs benchmark 148.58; gap 0.0%; conversion supports uplift; cancellation 26.7%.
2025,9,SHOULDER,15-30,Appartamento Area Piscina,11,55,10880.21,204.4436363636364,22.181818181818183,197.82199999999997,21.428571428571427,12.0,33.333333333333336,197.82199999999997,1,55,33.333333333333336,21.428571428571427,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 197.82 vs benchmark 197.82; gap 0.0%; conversion supports uplift; cancellation 21.4%.
2025,9,SHOULDER,0-7,Camera Superior,14,24,3397.74,121.36714285714285,2.142857142857143,141.5725,6.666666666666667,21.0,28.571428571428573,141.5725,1,24,28.571428571428573,6.666666666666667,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 141.57 vs benchmark 141.57; gap 0.0%; conversion supports uplift; cancellation 6.7%.
2025,9,SHOULDER,0-7,Camera  Standard,33,79,9173.59,113.01878787878788,3.242424242424242,116.12139240506329,13.157894736842104,24.0,37.5,116.12139240506329,1,79,37.5,13.157894736842104,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 116.12 vs benchmark 116.12; gap 0.0%; conversion supports uplift; cancellation 13.2%.
2025,9,SHOULDER,0-7,Appartamento Area Piscina,14,65,10263.6,157.25285714285715,3.142857142857143,157.90153846153848,6.666666666666667,10.0,90.0,157.90153846153848,1,65,90.0,6.666666666666667,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 157.90 vs benchmark 157.90; gap 0.0%; conversion supports uplift; cancellation 6.7%.
2025,9,SHOULDER,0-7,Appartamento Area Giardino,36,116,23453.54,201.05083333333334,3.75,202.1856896551724,5.2631578947368425,33.0,33.333333333333336,189.36120920566503,2,228,26.19047619047619,8.881578947368421,-12.824480449507377,-0.06342921930518189,0.0,True,True,HIGH,0.0,HOLD,ADR 202.19 vs benchmark 189.36; gap 0.0%; conversion supports uplift; cancellation 5.3%.
2025,9,SHOULDER,8-14,Camera  Standard,12,43,5339.05,119.02333333333333,11.166666666666666,124.1639534883721,7.6923076923076925,36.0,5.555555555555555,124.1639534883721,1,43,5.555555555555555,7.6923076923076925,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 124.16 vs benchmark 124.16; gap 0.0%; conversion supports uplift; cancellation 7.7%.
2025,11,OTHER,0-7,Camera  Standard,13,13,0.0,0.0,4.0,0.0,0.0,,,0.0,1,13,,0.0,0.0,,0.0,True,True,LOW,,HOLD,ADR 0.00 vs benchmark 0.00; gap nan%; conversion supports uplift; cancellation 0.0%.
2026,5,SHOULDER,31-60,Camera  Standard,11,36,2889.99,75.60545454545455,39.45454545454545,80.27749999999999,15.384615384615385,7.0,14.285714285714286,80.27749999999999,1,36,14.285714285714286,15.384615384615385,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 80.28 vs benchmark 80.28; gap 0.0%; conversion supports uplift; cancellation 15.4%.
2026,5,SHOULDER,31-60,Appartamento Area Piscina,15,42,3082.95,82.132,35.8,73.40357142857142,6.25,5.0,0.0,73.40357142857142,1,42,0.0,6.25,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 73.40 vs benchmark 73.40; gap 0.0%; conversion supports uplift; cancellation 6.2%.
2026,5,SHOULDER,15-30,Camera Superior,10,25,4068.63,148.293,24.1,162.7452,0.0,5.0,0.0,162.7452,1,25,0.0,0.0,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 162.75 vs benchmark 162.75; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,5,SHOULDER,15-30,Camera  Standard,12,32,9954.59,263.79333333333335,23.416666666666668,311.0809375,7.6923076923076925,8.0,0.0,311.0809375,1,32,0.0,7.6923076923076925,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 311.08 vs benchmark 311.08; gap 0.0%; conversion supports uplift; cancellation 7.7%.
2026,6,SHOULDER,0-7,Appartamento Area Piscina,15,48,8491.55,169.406,2.533333333333333,176.90729166666665,0.0,41.0,7.317073170731708,165.40999503968254,3,152,7.317073170731708,0.0,-11.49729662698411,-0.06499051858556298,0.0,True,True,HIGH,0.0,HOLD,ADR 176.91 vs benchmark 165.41; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,6,SHOULDER,15-30,Camera  Standard,14,57,8944.46,157.10999999999999,23.214285714285715,156.92035087719296,6.666666666666667,32.0,12.5,149.73173374613,2,108,8.669354838709678,17.22222222222222,-7.188617131062955,-0.04581061086645683,0.0,True,True,MEDIUM,0.0,HOLD,ADR 156.92 vs benchmark 149.73; gap 0.0%; conversion supports uplift; cancellation 6.7%.
2026,5,SHOULDER,0-7,Appartamento Area Giardino,26,51,8548.5,165.17000000000002,2.8461538461538463,167.61764705882354,13.333333333333334,36.0,13.88888888888889,167.61764705882354,1,51,13.88888888888889,13.333333333333334,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 167.62 vs benchmark 167.62; gap 0.0%; conversion supports uplift; cancellation 13.3%.
2026,5,SHOULDER,15-30,Appartamento Area Giardino,20,65,10023.0,152.4,26.45,154.2,4.761904761904762,6.0,0.0,154.2,1,65,0.0,4.761904761904762,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 154.20 vs benchmark 154.20; gap 0.0%; conversion supports uplift; cancellation 4.8%.
2026,6,SHOULDER,31-60,Appartamento Area Giardino,13,100,20105.36,206.1123076923077,43.30769230769231,201.05360000000002,23.529411764705884,69.0,5.797101449275362,183.3799887323944,2,171,5.484757621189406,15.610859728506789,-17.673611267605622,-0.08790497294057714,0.0,True,True,HIGH,0.0,HOLD,ADR 201.05 vs benchmark 183.38; gap 0.0%; conversion supports uplift; cancellation 23.5%.
2026,6,SHOULDER,181+,Appartamento Area Giardino,17,140,12771.0,75.21705882352941,214.52941176470588,91.22142857142858,0.0,9.0,22.22222222222222,91.22142857142858,1,140,22.22222222222222,0.0,0.0,0.0,0.0,True,True,LOW,0.0,HOLD,ADR 91.22 vs benchmark 91.22; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,6,SHOULDER,31-60,Camera Superior,16,92,17316.12,175.4825,43.125,188.2186956521739,27.272727272727273,71.0,8.450704225352112,175.443823326432,2,155,5.353171661548236,28.342245989304814,-12.774872325741882,-0.06787249418277612,0.0,True,True,HIGH,0.0,HOLD,ADR 188.22 vs benchmark 175.44; gap 0.0%; conversion supports uplift; cancellation 27.3%.
2026,6,SHOULDER,61-90,Appartamento Area Giardino,12,103,21620.52,207.48416666666665,72.41666666666667,209.90796116504856,0.0,115.0,4.3478260869565215,178.25797980235785,2,439,4.673913043478261,4.166666666666667,-31.64998136269071,-0.15078028097183338,0.0,True,True,HIGH,0.0,HOLD,ADR 209.91 vs benchmark 178.26; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,7,PEAK,0-7,Appartamento Area Giardino,11,50,16905.57,278.72,2.727272727272727,338.1114,0.0,61.0,1.639344262295082,304.57722088607596,2,129,2.228122835372893,9.523809523809524,-33.53417911392404,-0.09918085907166703,0.0,False,True,MEDIUM,0.0,HOLD,ADR 338.11 vs benchmark 304.58; gap 0.0%; conversion does not support uplift; cancellation 0.0%.
2026,7,PEAK,0-7,Appartamento Area Piscina,18,56,16627.8,226.37888888888887,2.8333333333333335,296.925,10.0,62.0,1.6129032258064515,277.0755037313433,2,123,5.436081242532856,15.526315789473685,-19.849496268656708,-0.06685020213406317,0.0,False,True,MEDIUM,0.0,HOLD,ADR 296.93 vs benchmark 277.08; gap 0.0%; conversion does not support uplift; cancellation 10.0%.
2026,7,PEAK,181+,Appartamento Area Giardino,62,473,39337.36,85.63064516129033,239.6290322580645,83.16566596194504,1.5873015873015872,19.0,10.526315789473685,83.16566596194504,1,473,10.526315789473685,1.5873015873015872,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 83.17 vs benchmark 83.17; gap 0.0%; conversion supports uplift; cancellation 1.6%.
2026,7,PEAK,31-60,Appartamento Area Giardino,10,78,23314.829999999998,297.472,45.7,298.9080769230769,0.0,70.0,2.857142857142857,298.9080769230769,1,78,2.857142857142857,0.0,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 298.91 vs benchmark 298.91; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,7,PEAK,31-60,Appartamento Area Piscina,18,126,38565.61,306.58666666666664,44.44444444444444,306.07626984126983,5.2631578947368425,146.0,0.0,306.07626984126983,1,126,0.0,5.2631578947368425,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD,ADR 306.08 vs benchmark 306.08; gap 0.0%; conversion supports uplift; cancellation 5.3%.
2026,7,PEAK,31-60,Camera  Standard,13,86,19157.05,224.24384615384616,49.76923076923077,222.7563953488372,0.0,73.0,2.73972602739726,211.85894829734218,2,198,5.08887127816144,19.696969696969695,-10.897447051495021,-0.0489209166561956,0.0,False,True,MEDIUM,0.0,HOLD,ADR 222.76 vs benchmark 211.86; gap 0.0%; conversion does not support uplift; cancellation 0.0%.
2026,7,PEAK,61-90,Appartamento Area Giardino,11,78,23959.61,311.70454545454544,73.81818181818181,307.1744871794872,21.428571428571427,60.0,8.333333333333334,250.1857214997233,2,217,9.166666666666668,22.077922077922075,-56.9887656797639,-0.18552571277335417,0.0,True,True,HIGH,0.0,HOLD,ADR 307.17 vs benchmark 250.19; gap 0.0%; conversion supports uplift; cancellation 21.4%.
2026,7,PEAK,61-90,Camera  Standard,18,127,26932.31,211.73444444444445,77.55555555555556,212.06543307086616,14.285714285714286,123.0,5.691056910569106,203.4512717728466,2,226,4.021999043519847,24.38423645320197,-8.614161298019553,-0.04062029899583375,0.0,True,True,HIGH,0.0,HOLD,ADR 212.07 vs benchmark 203.45; gap 0.0%; conversion supports uplift; cancellation 14.3%.
2026,7,PEAK,8-14,Camera  Standard,11,33,7999.139999999999,225.95363636363635,10.909090909090908,242.3981818181818,8.333333333333334,18.0,5.555555555555555,224.48523636363635,2,83,6.226053639846743,7.291666666666667,-17.91294545454545,-0.0738988441257435,0.0,False,True,LOW,0.0,HOLD,ADR 242.40 vs benchmark 224.49; gap 0.0%; conversion does not support uplift; cancellation 8.3%.
2026,7,PEAK,91-180,Appartamento Area Giardino,12,100,33301.75,334.96583333333336,113.75,333.0175,0.0,159.0,5.031446540880503,224.59554227941175,3,1258,5.031446540880503,7.352941176470588,-108.42195772058824,-0.3255743548629974,0.0,True,True,HIGH,0.0,HOLD,ADR 333.02 vs benchmark 224.60; gap 0.0%; conversion supports uplift; cancellation 0.0%.
2026,7,PEAK,91-180,Appartamento Area Piscina,11,95,30872.55,326.07545454545453,126.63636363636364,324.9742105263158,26.666666666666668,539.0,0.7421150278293135,310.2109728553668,2,222,4.916512059369203,21.228070175438596,-14.763237670949025,-0.04542895156830768,0.0,False,True,MEDIUM,0.0,HOLD,ADR 324.97 vs benchmark 310.21; gap 0.0%; conversion does not support uplift; cancellation 26.7%.
2026,7,PEAK,91-180,Camera  Standard,14,109,22791.39,209.9364285714286,111.28571428571429,209.09532110091743,22.22222222222222,253.0,2.3715415019762847,195.4029730504587,3,333,2.4539877300613497,32.35294117647059,-13.692348050458719,-0.06548376108258427,0.0,True,True,HIGH,0.0,HOLD,ADR 209.10 vs benchmark 195.40; gap 0.0%; conversion supports uplift; cancellation 22.2%.
