stay_year,stay_month_num,room_name,treatment,action_type,action,current_occupancy_pct,expected_occupancy_pct,current_revpar,optimized_revpar,economic_value_eur,economic_value_type,confidence,evidence,why
2025,8,Camera Deluxe,,PRICE_UP,Change ROOM ADR +25% (293.12 → 366.40),63.23,59.27,185.33,217.18,4937.23,MODELED_REVENUE,LOW,PRIOR,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (185.33 -> 217.18) under the estimated price-volume response.
2025,8,Appartamento Area Giardino,Only Bed → Bed & Breakfast,PROMOTE_UPSELL,Appartamento Area Giardino · month 8: promote Only Bed → Bed & Breakfast to a controlled test cohort (10% target).,,,,,1711.88,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 17.1% of bookings in this room-month; observed total-ADR premium €43.56.
2025,8,Appartamento Area Piscina,Only Bed → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Piscina · month 8: promote Only Bed → Mezza Pensione to a controlled test cohort (10% target).,,,,,1488.52,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 51.4% of bookings in this room-month; observed total-ADR premium €160.06.
2025,8,Appartamento Area Giardino,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,1240.92,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 33.3% of bookings in this room-month; observed total-ADR premium €100.89.
2025,8,Appartamento Area Giardino,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Appartamento Area Giardino · month 8: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,850.11,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 10.3% of bookings in this room-month; observed total-ADR premium €30.25.
2025,8,Suite Familiare Vista Piscina,,PRICE_UP,Change ROOM ADR +10% (398.72 → 438.60),93.55,91.21,373.0,400.04,838.32,MODELED_REVENUE,LOW,PRIOR,PRICE_POWER: tested price grid and selected +10% because it maximizes modeled RevPAR (373.00 -> 400.04) under the estimated price-volume response.
2025,8,Camera  Standard,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Camera  Standard · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,615.45,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 46.0% of bookings in this room-month; observed total-ADR premium €69.94.
2025,8,Camera Superior,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Camera Superior · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,565.98,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 46.0% of bookings in this room-month; observed total-ADR premium €83.23.
2025,8,Villino 2Ten,,PRICE_UP,Change ROOM ADR +25% (360.66 → 450.82),74.19,63.12,267.59,284.55,526.02,MODELED_REVENUE,MEDIUM,OBSERVED,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (267.59 -> 284.55) under the estimated price-volume response.
2025,8,Appartamento Area Piscina,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Piscina · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,501.23,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 51.4% of bookings in this room-month; observed total-ADR premium €98.28.
2025,8,Villino Double,,PRICE_UP,Change ROOM ADR +10% (195.71 → 215.29),90.32,88.06,176.77,189.59,397.3,MODELED_REVENUE,LOW,PRIOR,PRICE_POWER: tested price grid and selected +10% because it maximizes modeled RevPAR (176.77 -> 189.59) under the estimated price-volume response.
2025,8,Camera Superior,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Camera Superior · month 8: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,382.01,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 22.0% of bookings in this room-month; observed total-ADR premium €25.99.
2025,8,Camera  Standard,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Camera  Standard · month 8: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,20.79,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 29.9% of bookings in this room-month; observed total-ADR premium €0.87.
2025,9,Appartamento Area Giardino,,PRICE_DOWN,Change ROOM ADR -20% (202.97 → 162.38),18.1,24.02,36.73,39.0,1906.17,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -20% because it maximizes modeled RevPAR (36.73 -> 39.00) under the estimated price-volume response.
2025,9,Camera Deluxe,,PRICE_DOWN,Change ROOM ADR -25% (201.59 → 151.19),42.0,63.34,84.67,95.76,1664.22,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (84.67 -> 95.76) under the estimated price-volume response.
2025,9,Camera Superior,,PRICE_DOWN,Change ROOM ADR -25% (162.01 → 121.51),34.17,50.77,55.35,61.69,1520.3,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (55.35 -> 61.69) under the estimated price-volume response.
2025,9,Appartamento Area Piscina,,PRICE_DOWN,Change ROOM ADR -15% (173.83 → 147.75),28.15,34.48,48.93,50.95,1089.9,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (48.93 -> 50.95) under the estimated price-volume response.
2025,9,Camera  Standard,,PRICE_DOWN,Change ROOM ADR -15% (128.27 → 109.03),40.24,49.29,51.61,53.74,894.17,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (51.61 -> 53.74) under the estimated price-volume response.
2025,9,Camera Superior,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Camera Superior · month 9: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,332.76,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 48.1% of bookings in this room-month; observed total-ADR premium €123.24.
2025,9,Appartamento Area Piscina,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Piscina · month 9: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,187.5,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 63.3% of bookings in this room-month; observed total-ADR premium €53.57.
2025,9,Camera  Standard,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Camera  Standard · month 9: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,151.52,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 52.5% of bookings in this room-month; observed total-ADR premium €48.88.
2025,9,Appartamento Area Giardino,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 9: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,149.93,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 74.4% of bookings in this room-month; observed total-ADR premium €68.15.
2025,9,Appartamento Area Giardino,Only Bed → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 9: promote Only Bed → Mezza Pensione to a controlled test cohort (10% target).,,,,,57.05,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 74.4% of bookings in this room-month; observed total-ADR premium €114.09.
2024,5,Camera  Standard,,PRICE_DOWN,Change ROOM ADR -25% (124.25 → 93.19),1.84,3.23,2.29,3.01,310.62,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (2.29 -> 3.01) under the estimated price-volume response.
2024,5,Camera Superior,,PRICE_DOWN,Change ROOM ADR -25% (345.00 → 258.75),0.81,1.41,2.78,3.65,215.62,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (2.78 -> 3.65) under the estimated price-volume response.
2024,6,Camera Superior,,PRICE_UP,Change ROOM ADR +25% (143.53 → 179.41),80.42,75.39,115.42,135.26,4761.01,MODELED_REVENUE,LOW,PRIOR,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (115.42 -> 135.26) under the estimated price-volume response.
2024,6,Suite Familiare Vista Piscina,,PRICE_UP,Change ROOM ADR +25% (235.72 → 294.66),66.67,66.67,157.15,196.44,1178.62,MODELED_REVENUE,MEDIUM,OBSERVED,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (157.15 -> 196.44) under the estimated price-volume response.
2024,6,Villino Double,,PRICE_DOWN,Change ROOM ADR -20% (285.07 → 228.06),70.0,100.0,199.55,228.06,855.21,MODELED_REVENUE,HIGH,OBSERVED,BALANCED: tested price grid and selected -20% because it maximizes modeled RevPAR (199.55 -> 228.06) under the estimated price-volume response.
2024,6,Appartamento Area Giardino,Solo Pernottamento → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 6: promote Solo Pernottamento → Mezza Pensione to a controlled test cohort (10% target).,,,,,696.19,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 40.0% of bookings in this room-month; observed total-ADR premium €169.80.
2024,6,Suite Familiare,,PRICE_UP,Change ROOM ADR +10% (277.86 → 305.64),93.33,91.0,259.33,278.14,564.05,MODELED_REVENUE,LOW,PRIOR,PRICE_POWER: tested price grid and selected +10% because it maximizes modeled RevPAR (259.33 -> 278.14) under the estimated price-volume response.
2024,6,Villino 2Ten,,PRICE_UP,Change ROOM ADR +25% (108.57 → 135.71),70.0,65.62,76.0,89.06,391.88,MODELED_REVENUE,LOW,PRIOR,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (76.00 -> 89.06) under the estimated price-volume response.
2024,6,Camera Superior,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Camera Superior · month 6: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,163.84,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 58.8% of bookings in this room-month; observed total-ADR premium €18.62.
2024,6,Appartamento Area Giardino,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 6: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,105.12,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 40.0% of bookings in this room-month; observed total-ADR premium €75.09.
2024,6,Camera Superior,Solo Pernottamento → Mezza Pensione,PROMOTE_UPSELL,Camera Superior · month 6: promote Solo Pernottamento → Mezza Pensione to a controlled test cohort (10% target).,,,,,54.65,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 38.2% of bookings in this room-month; observed total-ADR premium €136.61.
2024,6,Camera  Standard,No Board → Mezza Pensione,PROMOTE_UPSELL,Camera  Standard · month 6: promote No Board → Mezza Pensione to a controlled test cohort (10% target).,,,,,11.04,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 40.0% of bookings in this room-month; observed total-ADR premium €110.41.
2024,7,Camera Superior,,PRICE_UP,Change ROOM ADR +15% (274.31 → 315.45),98.79,96.34,270.99,303.92,8166.16,MODELED_REVENUE,HIGH,OBSERVED,PRICE_POWER: tested price grid and selected +15% because it maximizes modeled RevPAR (270.99 -> 303.92) under the estimated price-volume response.
2024,7,Camera  Standard,,PRICE_UP,Change ROOM ADR +25% (137.75 → 172.19),76.27,67.84,105.06,116.82,5103.04,MODELED_REVENUE,MEDIUM,OBSERVED,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (105.06 -> 116.82) under the estimated price-volume response.
2024,7,Appartamento Area Giardino,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Appartamento Area Giardino · month 7: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,1675.91,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 51.8% of bookings in this room-month; observed total-ADR premium €106.75.
2024,7,Suite Familiare,,PRICE_DOWN,Change ROOM ADR -25% (412.08 → 309.06),38.71,67.74,159.52,209.36,1545.31,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (159.52 -> 209.36) under the estimated price-volume response.
2024,7,Appartamento Area Giardino,Mezza Pensione Pranzo → Pensione Completa,PROMOTE_UPSELL,Appartamento Area Giardino · month 7: promote Mezza Pensione Pranzo → Pensione Completa to a controlled test cohort (10% target).,,,,,1281.7,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 51.8% of bookings in this room-month; observed total-ADR premium €183.10.
2024,7,Villino Double,,PRICE_UP,Change ROOM ADR +25% (410.98 → 513.72),67.74,61.45,278.4,315.69,1156.0,MODELED_REVENUE,HIGH,OBSERVED,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (278.40 -> 315.69) under the estimated price-volume response.
2024,7,Appartamento Area Piscina,,PRICE_UP,Change ROOM ADR +10% (292.49 → 321.74),71.33,65.41,208.62,210.46,1027.44,MODELED_REVENUE,HIGH,OBSERVED,BALANCED: tested price grid and selected +10% because it maximizes modeled RevPAR (208.62 -> 210.46) under the estimated price-volume response.
2024,7,Appartamento Area Giardino,Solo Pernottamento → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 7: promote Solo Pernottamento → Mezza Pensione to a controlled test cohort (10% target).,,,,,479.94,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 15.2% of bookings in this room-month; observed total-ADR premium €97.95.
2024,7,Villino 2Ten,,PRICE_DOWN,Change ROOM ADR -25% (113.31 → 84.98),41.94,73.39,47.52,62.36,460.31,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (47.52 -> 62.36) under the estimated price-volume response.
2024,8,Camera  Standard,,PRICE_UP,Change ROOM ADR +25% (170.00 → 212.50),74.19,69.56,126.13,147.81,9408.52,MODELED_REVENUE,LOW,PRIOR,BALANCED: tested price grid and selected +25% because it maximizes modeled RevPAR (126.13 -> 147.81) under the estimated price-volume response.
2024,8,Appartamento Area Giardino,Solo Pernottamento → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 8: promote Solo Pernottamento → Mezza Pensione to a controlled test cohort (10% target).,,,,,7997.18,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 16.3% of bookings in this room-month; observed total-ADR premium €292.94.
2024,8,Appartamento Area Piscina,,PRICE_UP,Change ROOM ADR +20% (331.69 → 398.03),82.62,70.7,274.03,281.42,4125.26,MODELED_REVENUE,MEDIUM,OBSERVED,BALANCED: tested price grid and selected +20% because it maximizes modeled RevPAR (274.03 -> 281.42) under the estimated price-volume response.
2024,8,Villino Double,,PRICE_UP,Change ROOM ADR +10% (415.41 → 456.96),93.55,91.21,388.61,416.79,873.41,MODELED_REVENUE,LOW,PRIOR,PRICE_POWER: tested price grid and selected +10% because it maximizes modeled RevPAR (388.61 -> 416.79) under the estimated price-volume response.
2024,8,Appartamento Area Piscina,Solo Pernottamento → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Piscina · month 8: promote Solo Pernottamento → Mezza Pensione to a controlled test cohort (10% target).,,,,,817.9,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 36.1% of bookings in this room-month; observed total-ADR premium €389.48.
2024,8,Appartamento Area Giardino,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,617.01,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 16.3% of bookings in this room-month; observed total-ADR premium €293.82.
2024,8,Appartamento Area Piscina,Bed & Breakfast → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Piscina · month 8: promote Bed & Breakfast → Mezza Pensione to a controlled test cohort (10% target).,,,,,326.27,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 36.1% of bookings in this room-month; observed total-ADR premium €233.05.
2024,8,Camera Deluxe,Solo Pernottamento → Pensione Completa,PROMOTE_UPSELL,Camera Deluxe · month 8: promote Solo Pernottamento → Pensione Completa to a controlled test cohort (10% target).,,,,,261.85,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 71.4% of bookings in this room-month; observed total-ADR premium €374.07.
2024,8,Camera Deluxe,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Camera Deluxe · month 8: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,55.78,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 71.4% of bookings in this room-month; observed total-ADR premium €11.38.
2024,9,Appartamento Area Giardino,,PRICE_DOWN,Change ROOM ADR -20% (162.60 → 130.08),30.48,40.45,49.55,52.62,2571.81,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -20% because it maximizes modeled RevPAR (49.55 -> 52.62) under the estimated price-volume response.
2024,9,Camera Deluxe,,PRICE_DOWN,Change ROOM ADR -25% (176.26 → 132.19),59.33,89.48,104.58,118.28,2055.55,MODELED_REVENUE,MEDIUM,OBSERVED,BALANCED: tested price grid and selected -25% because it maximizes modeled RevPAR (104.58 -> 118.28) under the estimated price-volume response.
2024,9,Camera Superior,,PRICE_DOWN,Change ROOM ADR -25% (138.97 → 104.23),50.42,74.91,70.06,78.08,1924.28,MODELED_REVENUE,MEDIUM,OBSERVED,VOLUME_OPPORTUNITY: tested price grid and selected -25% because it maximizes modeled RevPAR (70.06 -> 78.08) under the estimated price-volume response.
2024,9,Appartamento Area Giardino,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Appartamento Area Giardino · month 9: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,1510.66,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 41.9% of bookings in this room-month; observed total-ADR premium €100.04.
2024,9,Appartamento Area Piscina,,PRICE_DOWN,Change ROOM ADR -15% (195.54 → 166.21),32.22,39.47,63.01,65.61,1403.47,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (63.01 -> 65.61) under the estimated price-volume response.
2024,9,Camera  Standard,,PRICE_DOWN,Change ROOM ADR -15% (125.59 → 106.75),48.81,59.79,61.3,63.83,1062.04,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (61.30 -> 63.83) under the estimated price-volume response.
2024,9,Appartamento Area Piscina,Mezza Pensione → Pensione Completa,PROMOTE_UPSELL,Appartamento Area Piscina · month 9: promote Mezza Pensione → Pensione Completa to a controlled test cohort (10% target).,,,,,174.63,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 63.3% of bookings in this room-month; observed total-ADR premium €22.11.
2024,9,Villino Double,,PRICE_DOWN,Change ROOM ADR -15% (233.64 → 198.60),46.67,57.17,109.03,113.53,134.93,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (109.03 -> 113.53) under the estimated price-volume response.
2024,9,Suite Familiare,,PRICE_DOWN,Change ROOM ADR -15% (128.57 → 109.29),46.67,57.17,60.0,62.48,74.25,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (60.00 -> 62.48) under the estimated price-volume response.
2024,9,Villino 2Ten,,PRICE_DOWN,Change ROOM ADR -15% (141.43 → 120.21),23.33,28.58,33.0,34.36,40.84,MODELED_REVENUE,LOW,PRIOR,VOLUME_OPPORTUNITY: tested price grid and selected -15% because it maximizes modeled RevPAR (33.00 -> 34.36) under the estimated price-volume response.
2024,9,Camera Superior,No Board → Pensione Completa,PROMOTE_UPSELL,Camera Superior · month 9: promote No Board → Pensione Completa to a controlled test cohort (10% target).,,,,,18.2,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 59.1% of bookings in this room-month; observed total-ADR premium €90.99.
2024,9,Appartamento Area Giardino,No Board → Mezza Pensione,PROMOTE_UPSELL,Appartamento Area Giardino · month 9: promote No Board → Mezza Pensione to a controlled test cohort (10% target).,,,,,5.5,NON_ADDITIVE_TEST_PROXY,MEDIUM,OBSERVED_TREATMENT_MIX,Higher board already represents 53.5% of bookings in this room-month; observed total-ADR premium €54.99.
